order_id,customer_id,product_id,quantity,order_date
482,230,155,1,2025-04-01
483,31,53,3,2023-11-10
484,4694,4,3,2025-02-02
485,4048,150,4,2024-12-15
486,7586,129,1,2024-06-14
487,5324,94,1,2024-07-17
488,7285,92,5,2025-05-21
489,5615,93,3,2025-08-01
490,287,188,2,2025-07-02
491,2484,18,4,2025-05-04
492,5220,94,2,2023-11-29
493,7488,176,4,2024-11-09
494,3948,45,5,2025-02-22
495,907,15,4,2024-06-01
496,7213,184,3,2023-11-27
497,7832,158,4,2025-07-14
498,1420,130,3,2024-01-06
499,9960,95,4,2024-04-24
500,7812,71,1,2024-07-18
501,6491,18,4,2024-06-27
502,9659,38,5,2024-06-19
503,1008,156,2,2024-12-09
504,1392,130,4,2024-05-30
505,4184,164,4,2025-08-21
506,6218,81,4,2024-01-13
507,507,142,5,2024-11-05
508,4662,159,3,2025-09-01
509,7494,116,5,2025-10-06
510,4844,56,4,2024-12-30
511,4642,59,1,2025-08-11
512,9735,73,1,2024-03-27
513,2029,129,2,2024-06-03
514,4080,3,2,2024-11-12
515,3451,131,5,2025-05-18
516,7566,30,4,2023-12-30
517,764,121,5,2025-03-16
518,7442,15,5,2025-01-30
519,9738,143,1,2025-01-12
520,4437,89,1,2024-05-23
521,5473,12,2,2025-07-14
522,3216,73,5,2024-07-15
523,4448,9,5,2023-11-14
524,9136,44,3,2025-04-24
525,9533,54,1,2025-10-12
526,5600,144,3,2025-09-28
527,6757,135,3,2024-12-28
528,1694,134,4,2025-01-08
529,112,15,1,2024-09-05
530,6056,16,5,2024-10-08
531,4589,125,4,2024-07-18
532,5416,83,5,2025-05-10
533,1845,20,3,2024-07-04
534,1623,147,4,2025-09-01
535,9092,4,4,2025-03-12
536,3322,112,2,2025-02-04
537,9997,150,1,2025-11-02
538,5231,58,4,2024-05-02
539,5473,174,1,2024-07-06
540,1791,107,3,2025-08-01
541,2067,164,4,2024-09-12
542,5326,160,1,2025-02-19
543,6034,39,3,2025-07-03
544,2177,136,3,2025-08-14
545,7016,47,2,2025-06-05
546,2665,112,2,2024-02-06
547,1624,30,3,2024-02-17
548,9687,199,2,2024-09-04
549,1950,109,5,2024-06-03
550,469,41,4,2025-06-07
551,9301,116,2,2025-04-09
552,6327,59,5,2024-08-15
553,1548,176,4,2024-11-19
554,7806,115,5,2025-08-26
555,8922,74,1,2025-07-28
556,5236,12,4,2024-05-01
557,594,200,5,2024-07-11
558,1575,119,4,2024-10-19
559,2419,56,3,2025-06-06
560,4117,167,4,2025-10-10
561,4476,193,5,2024-05-01
562,1481,163,2,2023-12-16
563,8104,164,5,2024-08-05
564,4712,168,2,2025-01-07
565,8836,171,2,2024-12-26
566,7420,3,2,2024-02-12
567,3760,111,2,2024-10-19
568,3429,30,4,2025-03-06
569,3058,179,5,2024-02-20
570,6841,57,2,2025-07-10
571,3044,34,4,2024-05-06
572,7289,149,5,2024-02-16
573,6371,47,2,2023-12-15
574,6896,125,2,2025-01-22
575,7684,123,3,2024-08-20
576,9207,188,3,2024-11-28
577,6612,53,4,2025-11-02
578,6840,23,4,2024-10-14
579,3174,154,3,2025-07-22
580,2985,112,4,2024-07-27
581,4671,195,2,2023-12-27
582,7314,110,2,2025-04-16
583,9663,59,4,2025-05-20
584,3909,199,4,2023-11-09
585,7813,129,1,2025-02-01
586,9067,62,1,2023-12-11
587,5339,121,1,2023-12-28
588,1905,37,2,2025-04-20
589,8458,102,3,2024-01-29
590,321,175,3,2025-02-17
591,4655,125,3,2024-01-19
592,5716,22,3,2025-02-18
593,2080,157,5,2024-06-24
594,5084,87,4,2025-03-23
595,2624,144,5,2024-03-27
596,7820,134,5,2024-01-11
597,4995,155,2,2024-08-16
598,951,42,1,2024-01-05
599,6,145,4,2025-07-14
600,8953,138,1,2025-07-09
601,8080,102,2,2023-11-13
602,1808,87,4,2024-12-23
603,1254,178,1,2024-09-08
604,8260,194,5,2024-04-28
605,6868,115,3,2025-04-20
606,7758,7,3,2025-03-02
607,5907,57,4,2025-10-08
608,9836,71,4,2024-04-11
609,3498,140,4,2024-09-21
610,9201,73,3,2024-01-31
611,2136,167,1,2023-12-19
612,135,105,4,2024-07-27
613,5359,176,3,2025-09-29
614,3845,60,2,2024-05-05
615,6618,43,5,2025-03-24
616,3262,153,1,2025-06-03
617,651,14,4,2024-02-07
618,4490,63,3,2024-10-17
619,7694,25,3,2025-04-10
620,5153,114,3,2025-06-06
621,8541,49,4,2025-05-02
622,1780,110,2,2024-05-27
623,2387,111,1,2024-09-24
624,3056,183,3,2025-03-31
625,1649,130,2,2024-11-11
626,466,118,3,2024-11-03
627,2893,178,4,2025-01-26
628,4095,50,2,2024-02-14
629,6288,84,5,2024-07-11
630,1498,199,1,2025-07-15
631,7008,159,3,2025-11-01
632,931,187,4,2025-09-20
633,2220,137,5,2024-01-24
634,8784,122,1,2024-11-25
635,3503,35,4,2024-10-16
636,7758,189,4,2023-12-14
637,7141,158,3,2024-02-04
638,700,48,1,2024-10-16
639,257,165,5,2024-12-04
640,7282,135,3,2024-03-05
641,4663,116,2,2025-03-17
642,2458,57,4,2025-04-04
643,1145,4,3,2024-07-29
644,4084,16,2,2024-02-19
645,4423,5,3,2025-02-24
646,1721,177,4,2025-04-14
647,4784,163,5,2024-05-29
648,9991,70,5,2025-02-08
649,3470,143,4,2024-08-05
650,6992,59,3,2025-04-21
651,7921,70,2,2023-11-17
652,8271,52,1,2025-04-23
653,6704,144,3,2025-08-30
654,5743,94,2,2024-08-20
655,4991,23,5,2024-06-05
656,5042,114,4,2025-02-14
657,9213,1,4,2024-01-17
658,3564,99,3,2024-10-23
659,5701,137,3,2024-06-29
660,450,58,3,2024-09-24
661,3534,165,5,2024-09-24
662,1621,185,1,2024-09-20
663,66,87,2,2025-01-04
664,7901,123,1,2025-03-03
665,8906,30,1,2024-06-09
666,2801,9,3,2024-10-18
667,435,50,3,2024-04-03
668,7573,4,1,2024-09-15
669,3846,174,2,2024-01-19
670,3260,4,2,2025-02-04
671,333,164,2,2024-06-13
672,8746,99,5,2024-12-23
673,9065,112,2,2024-02-12
674,8439,195,1,2024-02-12
675,395,96,3,2025-01-27
676,6284,70,5,2024-04-06
677,33,196,2,2024-06-19
678,976,133,1,2024-04-03
679,1339,120,1,2024-08-23
680,8291,122,3,2024-11-22
681,1441,137,2,2025-05-02
682,2073,47,1,2025-04-09
683,8418,42,3,2025-04-06
684,7187,160,1,2025-06-19
685,3323,63,2,2024-05-10
686,6652,111,5,2024-06-03
687,3738,102,4,2025-06-09
688,1431,148,3,2025-07-06
689,6222,23,4,2024-11-26
690,3552,114,1,2025-04-21
691,5784,154,1,2023-12-31
692,3829,167,1,2024-12-14
693,5999,107,1,2024-06-22
694,9949,182,4,2024-10-18
695,2286,18,5,2025-04-16
696,1448,187,2,2023-11-13
697,8737,17,4,2025-06-09
698,3162,175,4,2023-11-29
699,2177,32,3,2024-01-26
700,1181,111,2,2023-12-07
701,3177,183,5,2024-01-09
702,7655,85,3,2024-07-24
703,7324,88,3,2024-11-04
704,1669,145,2,2023-11-20
705,922,31,2,2025-08-30
706,4401,158,4,2025-06-01
707,335,53,4,2023-11-11
708,6356,34,1,2025-05-02
709,4693,46,1,2024-04-20
710,7957,155,4,2024-10-18
711,8904,59,5,2024-04-30
712,6646,107,4,2024-01-03
713,2421,182,1,2025-03-08
714,9357,121,3,2024-11-29
715,6003,68,3,2024-12-29
716,5924,103,1,2025-02-14
717,8256,22,4,2024-07-14
718,3741,19,3,2025-06-07
719,4403,154,5,2025-04-25
720,1571,56,2,2023-11-07
721,7405,102,1,2024-04-28
722,2551,47,3,2025-02-21
723,2777,131,3,2025-05-07
724,4127,194,3,2024-10-01
725,4024,49,4,2023-11-09
726,3382,160,4,2024-04-18
727,7605,65,2,2024-04-14
728,2270,153,3,2024-10-16
729,188,72,1,2025-03-02
730,6438,140,3,2025-02-22
731,2828,3,3,2024-02-09
732,8881,25,4,2024-08-06
733,8030,37,3,2024-04-12
734,6943,169,4,2024-11-19
735,6019,70,2,2024-04-03
736,5322,1,5,2025-01-08
737,8988,4,5,2025-06-24
738,9972,184,4,2023-11-29
739,3687,195,2,2025-03-31
740,1962,127,5,2024-07-03
741,1750,98,1,2024-08-19
742,2480,38,1,2024-02-13
743,6282,21,2,2024-05-09
744,9180,21,5,2023-11-29
745,7710,157,4,2024-10-12
746,4566,181,5,2024-02-27
747,1097,35,3,2025-10-09
748,4045,194,1,2024-01-03
749,2832,45,4,2024-10-10
750,9520,178,2,2025-10-20
751,6388,184,5,2025-01-30
752,4994,147,5,2024-11-18
753,2373,144,2,2024-07-02
754,8531,71,1,2024-09-19
755,9438,75,4,2025-04-13
756,768,130,2,2024-07-23
757,232,174,3,2024-09-21
758,3265,161,3,2024-04-06
759,5968,169,3,2025-04-17
760,6412,139,5,2025-02-08
761,4904,79,5,2025-07-18
762,112,29,4,2025-05-21
763,7880,17,3,2025-06-19
764,8712,19,2,2025-09-15
765,4836,14,1,2025-01-04
766,1650,124,5,2024-09-19
767,7870,169,4,2024-02-22
768,4335,93,2,2024-12-04
769,8452,153,2,2025-06-25
770,514,166,3,2025-08-18
771,6038,96,2,2024-11-06
772,7051,10,2,2024-11-02
773,9734,53,1,2024-07-25
774,5012,159,3,2024-07-11
775,1270,58,3,2025-08-06
776,7574,104,1,2024-02-07
777,9496,76,3,2025-10-01
778,1896,80,2,2025-03-22
779,3049,51,2,2024-01-07
780,2440,150,3,2025-03-11
781,912,156,3,2024-04-08
782,7324,116,3,2024-10-15
783,2497,24,3,2023-11-22
784,589,190,1,2024-07-03
785,5177,162,2,2025-01-27
786,4256,66,1,2024-03-15
787,4528,173,5,2025-05-08
788,8546,94,3,2024-11-05
789,318,69,5,2023-11-11
790,124,199,4,2024-10-05
791,7901,127,1,2024-07-14
792,3080,85,2,2024-11-28
793,420,150,1,2025-05-22
794,1994,172,2,2024-12-22
795,3873,92,3,2025-10-23
796,2624,72,2,2024-11-21
797,5133,43,1,2025-04-16
798,994,47,3,2024-01-25
799,3821,74,2,2024-04-14
800,9845,159,3,2023-12-15
801,2917,39,1,2024-11-30
802,4025,184,3,2024-05-20
803,1259,171,5,2025-10-08
804,5818,114,2,2024-06-04
805,2702,151,1,2023-12-17
806,1735,19,4,2023-12-06
807,2052,97,4,2024-03-30
808,9563,137,2,2024-02-27
809,175,118,2,2025-03-13
810,1827,96,2,2025-05-01
811,7480,119,2,2024-12-13
812,6699,185,2,2024-12-16
813,8712,77,5,2025-06-09
814,6274,115,4,2025-06-27
815,8667,126,5,2024-05-10
816,9215,138,5,2023-12-29
817,6663,100,1,2024-07-29
818,2182,126,5,2024-03-30
819,1693,87,2,2025-06-09
820,4572,81,4,2024-04-10
821,8157,120,3,2024-03-14
822,3279,16,2,2023-11-15
823,7268,156,4,2024-07-16
824,7825,78,4,2025-03-20
825,7069,133,2,2024-10-16
826,7749,199,2,2025-10-26
827,4765,91,3,2025-08-07
828,5827,28,5,2025-04-13
829,8033,5,3,2023-12-16
830,2559,65,1,2025-05-19
831,5651,16,1,2025-06-29
832,9616,34,1,2024-04-27
833,4346,123,2,2025-05-16
834,1410,188,5,2025-06-23
835,9274,97,2,2024-10-04
836,3773,181,3,2024-08-02
837,4751,23,1,2025-10-10
838,7490,90,4,2024-02-22
839,330,147,1,2025-01-31
840,9131,120,4,2024-12-12
841,5831,66,1,2025-09-01
842,4722,36,5,2024-02-17
843,1792,111,4,2023-12-19
844,8623,177,5,2024-01-08
845,4743,92,2,2024-02-07
846,7648,121,1,2024-07-10
847,2492,25,1,2024-01-24
848,5076,154,2,2023-11-15
849,5748,128,4,2024-06-18
850,6434,113,2,2025-02-09
851,8035,140,1,2024-08-23
852,6860,24,5,2025-02-18
853,2317,187,2,2025-07-10
854,2182,15,3,2025-08-18
855,9657,137,2,2024-03-30
856,2353,163,1,2025-05-11
857,9607,42,1,2025-02-22
858,6439,9,4,2025-01-08
859,1584,55,2,2024-08-23
860,272,39,3,2025-05-22
861,3600,178,4,2024-10-22
862,9084,145,1,2025-02-01
863,6557,75,1,2025-06-24
864,5148,73,2,2024-09-10
865,4253,52,2,2024-01-14
866,4386,134,4,2024-12-12
867,5973,60,1,2024-09-01
868,4205,20,1,2025-04-24
869,3266,76,2,2025-04-20
870,5315,114,3,2025-08-03
871,4157,199,1,2025-10-26
872,570,58,2,2024-02-09
873,4603,184,4,2024-11-13
874,4362,39,5,2023-11-20
875,4022,9,4,2024-09-13
876,8050,93,3,2025-02-25
877,6679,114,5,2025-03-25
878,9450,33,1,2025-06-08
